SEQ|Species|Sources|Tree|Treeish_batch|Treeish_justification|SID|WCVP|WCVP_match|TRY_Species|WFO_Accepted|WFO_Unchecked|WFO_Synonym|WFO_none
84168|Qualea parviflora|9|YES|1|TreeGOER|wfo-0000733146|wcvp-2868216|IPNI|2|1|0|0|0
84169|Qualea polychroma|1|YES|1|TreeGOER|wfo-0000733152|wcvp-2868222|IPNI|1|1|0|0|0
84170|Qualea psidiifolia|1|YES|1|TreeGOER|wfo-0000733153|wcvp-2868223|IPNI|1|1|0|0|0
84171|Qualea pulcherrima|1|YES|1|TreeGOER|wfo-0000733154|wcvp-2868224|IPNI|1|1|0|0|0
84172|Qualea rosea|5|YES|1|TreeGOER|wfo-0000733158|wcvp-2868228|IPNI|3|1|0|0|0
84173|Qualea rupicola|1|YES|1|TreeGOER|wfo-0000733161|wcvp-2868230|IPNI|1|1|0|0|0
84174|Qualea schomburgkiana|1|YES|1|TreeGOER|wfo-0000733163|wcvp-2868232|IPNI|1|1|0|0|0
84175|Qualea selloi|1|YES|1|TreeGOER|wfo-0000733164|wcvp-2868233|IPNI|2|1|0|0|0
84176|Qualea sprucei|2|YES|1|TreeGOER|wfo-0000733166|wcvp-2868236|IPNI|1|1|0|0|0
84177|Qualea suprema|1|YES|1|TreeGOER|wfo-0000733168|wcvp-2868238|IPNI|1|1|0|0|0
84178|Qualea tessmannii|2|YES|1|TreeGOER|wfo-0000733169|wcvp-2868239|IPNI|1|1|0|0|0
84179|Qualea themistoclesii|1|YES|1|TreeGOER|wfo-0000733171|wcvp-2868240|IPNI|1|1|0|0|0
84180|Qualea tricolor|1|YES|1|Synthesis|wfo-0000733173|wcvp-2868242|IPNI|1|1|0|0|0
84181|Qualea tuberculata|1|YES|1|TreeGOER|wfo-0000733174|wcvp-2868243|IPNI|1|1|0|0|0
84182|Qualea wurdackii|1|YES|1|TreeGOER|wfo-0000733182|wcvp-2868250|IPNI|1|1|0|0|0
84183|Quaqua incarnata|2|NO||""|wfo-0000733224|wcvp-510755|IPNI|1|1|0|0|0
84184|Quaqua mammillaris|3|NO||""|wfo-0000733232|wcvp-510764|IPNI|1|1|0|0|0
84185|Quararibea amazonica|1|YES|1|TreeGOER|wfo-0000733247|wcvp-2868317|IPNI|1|1|0|0|0
84186|Quararibea asterolepis|7|YES|1|TreeGOER|wfo-0000733252|wcvp-2868321|IPNI|4|1|0|0|0
84187|Quararibea aurantiocalyx|2|YES|1|TreeGOER|wfo-0000733254|wcvp-2868323|IPNI|1|1|0|0|0
84188|Quararibea bilobata|1|YES|1|TreeGOER|wfo-0000733256|wcvp-2868325|WCVP|2|1|0|0|0
84189|Quararibea cacao|1|YES|1|TreeGOER|wfo-0000733263|wcvp-2868331|IPNI|1|1|0|0|0
84190|Quararibea caldasiana|1|YES|1|TreeGOER|wfo-0001260311|wcvp-2415747|IPNI|1|1|0|0|0
84191|Quararibea casasecae|1|YES|1|TreeGOER|wfo-0001264390|wcvp-2415771|IPNI|1|1|0|0|0
84192|Quararibea ciroana|1|YES|1|TreeGOER|wfo-0000733266|wcvp-2868334|IPNI|1|1|0|0|0
84193|Quararibea cogolloi|1|YES|1|TreeGOER|wfo-0000398813|wcvp-2415777|IPNI|1|1|0|0|0
84194|Quararibea costaricensis|2|YES|1|TreeGOER|wfo-0000733271|wcvp-2868339|IPNI|1|1|0|0|0
84195|Quararibea cryptantha|1|YES|1|TreeGOER|wfo-0000398812|wcvp-2415776|IPNI|1|1|0|0|0
84196|Quararibea duckei|1|YES|1|TreeGOER|wfo-0000733277|wcvp-2868344|IPNI|2|1|0|0|0
84197|Quararibea foenigraeca|1|YES|1|TreeGOER|wfo-0000733280|wcvp-2868347|IPNI|1|1|0|0|0
84198|Quararibea funebris|10|YES|1|TreeGOER|wfo-0000733281|wcvp-2868348|IPNI|4|1|0|0|0
84199|Quararibea gomeziana|2|YES|1|TreeGOER|wfo-0000733286|wcvp-2868353|IPNI|1|1|0|0|0
84200|Quararibea grandifolia|1|YES|1|TreeGOER|wfo-0000733287|wcvp-2868354|IPNI|2|1|0|0|0
84201|Quararibea guianensis|4|YES|1|TreeGOER|wfo-0000733289|wcvp-2868356|IPNI|2|1|0|0|0
84202|Quararibea jefensis|1|YES|1|Synthesis|wfo-0000733297|wcvp-2868363|IPNI|1|0|1|0|0
84203|Quararibea magnifica|1|YES|1|TreeGOER|wfo-0000733308|wcvp-2868373|IPNI|1|1|0|0|0
84204|Quararibea obliquifolia|2|YES|1|Synthesis|wfo-0000733312|wcvp-2358860|WCVP|1|1|0|0|0
84205|Quararibea pendula|2|YES|1|TreeGOER|wfo-0000733321|wcvp-2868385|IPNI|1|1|0|0|0
84206|Quararibea platyphylla|1|YES|1|TreeGOER|wfo-0000733323|wcvp-2868387|IPNI|1|1|0|0|0
84207|Quararibea pterocalyx|3|YES|1|TreeGOER|wfo-0000733324|wcvp-2868388|IPNI|3|1|0|0|0
84208|Quararibea pumila|2|YES|1|TreeGOER|wfo-0000733325|wcvp-2868389|IPNI|1|1|0|0|0
84209|Quararibea ruiziana|1|YES|1|TreeGOER|wfo-0000398807|wcvp-2415769|WCVP|1|0|1|0|0
84210|Quararibea santaritensis|2|YES|1|TreeGOER|wfo-0000733331|wcvp-2868394|IPNI|1|1|0|0|0
84211|Quararibea spatulata|1|YES|1|TreeGOER|wfo-0000733335|wcvp-2868398|IPNI|3|1|0|0|0
84212|Quararibea stenophylla|1|YES|1|TreeGOER|wfo-0000733339|wcvp-2868400|IPNI|1|1|0|0|0
84213|Quararibea tulekunae|1|YES|1|TreeGOER|wfo-0000398811|wcvp-2415773|WCVP|1|0|1|0|0
84214|Quararibea turbinata|5|YES|1|TreeGOER|wfo-0000733342|wcvp-2868403|IPNI|2|1|0|0|0
84215|Quararibea wittii|2|YES|1|TreeGOER|wfo-0000733348|wcvp-2868409|IPNI|2|1|0|0|0
84216|Quararibea yunckeri|1|YES|1|TreeGOER|wfo-0000733351|wcvp-2868411|IPNI|1|1|0|0|0
84217|Quassia amara|20|YES|1|TreeGOER|wfo-0000733354|wcvp-2868415|IPNI|3|1|0|0|0
84218|Quelchia cardonae|1|YES|1|TreeGOER|wfo-0000068264|wcvp-3037127|IPNI|1|1|0|0|0
84219|Quercus acatenangensis|1|YES|2|lifeform tree|wfo-0000289345|wcvp-171393|IPNI|0|1|0|0|0
84220|Quercus acerifolia|3|YES|1|TreeGOER|wfo-0000289348|wcvp-527657|IPNI|1|1|0|1|0
84221|Quercus acrodonta|1|YES|1|TreeGOER|wfo-0000289355|wcvp-171401|IPNI|2|1|0|0|0
84222|Quercus acuta|10|YES|1|TreeGOER|wfo-0000289368|wcvp-171413|IPNI|2|1|0|3|0
84223|Quercus acutidens|1|YES|1|TreeGOER+|wfo-0000289373|wcvp-171418|IPNI|2|1|0|0|0
84224|Quercus acutifolia|6|YES|1|TreeGOER|wfo-0000289376|wcvp-171420|IPNI|3|1|0|0|0
84225|Quercus acutissima|17|YES|1|TreeGOER|wfo-0000289386|wcvp-171430|IPNI|7|1|0|0|0
84226|Quercus aerea|1|YES|1|TreeGOER|wfo-0000289429|wcvp-171470|IPNI|1|1|0|0|0
84227|Quercus afares|3|YES|1|TreeGOER|wfo-0000289432|wcvp-171473|IPNI|2|1|0|0|0
84228|Quercus affinis|3|YES|1|TreeGOER|wfo-0000289433|wcvp-171474|IPNI|2|1|0|1|0
84229|Quercus agrifolia|11|YES|1|TreeGOER|wfo-0000289442|wcvp-171483|IPNI|9|1|0|1|0
84230|Quercus ajoensis|4|YES|1|TreeGOER|wfo-0000289452|wcvp-171494|WCVP|2|1|0|0|0
84231|Quercus alba|20|YES|1|TreeGOER|wfo-0000289457|wcvp-171499|IPNI|7|1|0|0|0
84232|Quercus albicaulis|1|YES|1|Synthesis|wfo-0000289478|wcvp-171518|IPNI|2|1|0|0|0
84233|Quercus albocincta|4|YES|1|TreeGOER|wfo-0000289481|wcvp-171520|IPNI|1|1|0|0|0
84234|Quercus aliena|10|YES|1|TreeGOER|wfo-0000289483|wcvp-171522|IPNI|2|1|1|0|0
84235|Quercus alnifolia|4|YES|1|TreeGOER|wfo-0000289506|wcvp-171545|IPNI|2|1|0|0|0
84236|Quercus alvordiana|1|YES|1|TreeGOER+|wfo-0000289524|wcvp-171563|IPNI|2|0|0|0|1
84237|Quercus andresii|1|NO||""|wfo-0000289551|wcvp-171589|IPNI|0|0|0|0|1
84238|Quercus annulata|3|YES|1|TreeGOER|wfo-0000289572|wcvp-171607|IPNI|1|1|0|3|0
84239|Quercus aquifolioides|4|YES|1|TreeGOER|wfo-0000289602|wcvp-171635|IPNI|2|1|0|0|0
84240|Quercus arbutifolia|1|YES|1|TreeGOER|wfo-0000289606|wcvp-171639|IPNI|1|1|0|0|0
84241|Quercus argentata|8|YES|1|TreeGOER|wfo-0000289615|wcvp-171647|IPNI|4|1|0|0|0
84242|Quercus argyrotricha|1|YES|1|Synthesis|wfo-0000289619|wcvp-171650|IPNI|1|1|0|0|0
84243|Quercus aristata|1|YES|1|TreeGOER|wfo-0000289622|wcvp-171653|IPNI|1|1|0|0|0
84244|Quercus arizonica|7|YES|1|TreeGOER|wfo-0000289624|wcvp-171655|IPNI|2|1|0|0|0
84245|Quercus arkansana|3|YES|1|TreeGOER|wfo-0000289626|wcvp-171657|IPNI|3|1|0|0|0
84246|Quercus ashei|1|YES|1|TreeGOER+|wfo-0000289636|wcvp-171666|WCVP|1|0|0|1|0
84247|Quercus asymmetrica|4|YES|1|TreeGOER|wfo-0000289646|wcvp-171675|IPNI|5|1|0|0|0
84248|Quercus atlantica|1|YES|1|TreeGOER+|wfo-0000289647|wcvp-171676|IPNI|2|1|0|0|0
84249|Quercus aucherii|5|YES|1|TreeGOER|wfo-0000289657|wcvp-171685|IPNI|2|1|0|0|0
84250|Quercus augustinii|1|YES|1|TreeGOER|wfo-0000289659|wcvp-171687|IPNI|3|1|0|0|0
84251|Quercus austrina|5|YES|1|TreeGOER|wfo-0000289675|wcvp-171701|IPNI|2|1|0|0|0
84252|Quercus austrocochinchinensis|1|YES|1|TreeGOER|wfo-0000289676|wcvp-171702|IPNI|2|1|0|0|0
84253|Quercus auzendei|1|YES|2|lifeform tree|wcvp-171705|wcvp-171705|IPNI|0|0|0|0|1
84254|Quercus baloot|4|YES|1|TreeGOER|wfo-0000289700|wcvp-171726|IPNI|1|1|0|0|0
84255|Quercus bambusifolia|3|YES|2|lifeform tree|wfo-0000289703|wcvp-171729|IPNI|0|1|0|1|0
84256|Quercus barnova|1|YES|1|TreeGOER+|wfo-0000289720|wcvp-171745|IPNI|0|0|0|0|1
84257|Quercus baronii|1|YES|1|TreeGOER|wfo-0000289721|wcvp-171746|IPNI|2|1|0|0|0
84258|Quercus beaumontiana|1|YES|1|TreeGOER+|wfo-0000289735|wcvp-171759|IPNI|2|0|0|0|1
84259|Quercus bebbiana|4|YES|1|TreeGOER+|wfo-0000289737|wcvp-171760|IPNI|4|0|0|0|1
84260|Quercus beckyae|1|YES|1|TreeGOER+|wfo-0000289739|wcvp-171762|IPNI|2|0|0|0|1
84261|Quercus bella|2|YES|1|TreeGOER|wfo-0000289744|wcvp-171767|IPNI|2|1|0|0|0
84262|Quercus benderi|2|YES|1|TreeGOER+|wfo-0000289749|wcvp-171771|IPNI|2|0|0|0|1
84263|Quercus benkoi|1|YES|2|lifeform tree|wfo-0000289750|wcvp-171772|IPNI|0|0|1|0|0
84264|Quercus benthamii|5|YES|1|TreeGOER|wfo-0000289752|wcvp-171774|IPNI|6|1|0|0|0
84265|Quercus berberidifolia|2|YES|1|TreeGOER|wfo-0000289753|wcvp-171775|IPNI|3|1|0|0|0
84266|Quercus bernardiensis|1|YES|1|TreeGOER+|wfo-0000289754|wcvp-171776|IPNI|2|1|0|0|0
84267|Quercus bicolor|15|YES|1|TreeGOER|wfo-0000289757|wcvp-171779|IPNI|3|1|0|0|0
84268|Quercus bimundorum|1|YES|1|TreeGOER+|wfo-0000289768|wcvp-171789|IPNI|2|0|0|0|1
84269|Quercus blakei|3|YES|1|TreeGOER|wfo-0000289773|wcvp-171793|IPNI|3|1|0|0|0
84270|Quercus blufftonensis|1|YES|1|TreeGOER+|wfo-0000289778|wcvp-171798|IPNI|2|0|0|0|1
84271|Quercus boyntonii|2|YES|1|TreeGOER|wfo-0000289817|wcvp-171832|IPNI|1|1|0|0|0
84272|Quercus braianensis|1|YES|1|TreeGOER|wfo-0000289830|wcvp-171846|IPNI|1|1|0|0|0
84273|Quercus brandegeei|4|YES|1|TreeGOER|wfo-0000289831|wcvp-171847|IPNI|1|1|0|0|0
84274|Quercus brandisiana|4|YES|1|TreeGOER|wfo-0000289832|wcvp-171848|IPNI|1|1|0|0|0
84275|Quercus brantii|10|YES|1|TreeGOER|wfo-0000289835|wcvp-171850|IPNI|2|1|0|0|0
84276|Quercus brenesii|1|YES|1|TreeGOER|wfo-0000289843|wcvp-171859|IPNI|1|1|0|0|0
84277|Quercus brittonii|1|YES|1|TreeGOER+|wfo-0000289863|wcvp-171878|IPNI|2|1|0|0|0
84278|Quercus buckleyi|4|YES|1|TreeGOER|wfo-0000289876|wcvp-171890|IPNI|1|1|0|0|0
84279|Quercus burnetensis|1|NO||""|wfo-0000289889|wcvp-171902|IPNI|2|0|0|0|1
84280|Quercus bushii|1|YES|1|TreeGOER+|wfo-0000289890|wcvp-171903|IPNI|2|0|0|0|1
84281|Quercus byarsii|1|YES|1|TreeGOER+|wfo-0000289891|wcvp-171904|IPNI|2|0|0|0|1
84282|Quercus caduca|1|YES|1|TreeGOER+|wfo-0000289893|wcvp-171906|IPNI|2|0|0|0|1
84283|Quercus caesariensis|1|YES|1|TreeGOER+|wfo-0000289895|wcvp-171908|IPNI|2|0|0|0|1
84284|Quercus cambodiensis|2|YES|1|TreeGOER|wfo-0000289937|wcvp-171949|IPNI|5|1|0|0|0
84285|Quercus canariensis|9|YES|1|TreeGOER|wfo-0000289942|wcvp-171953|IPNI|5|1|0|0|0
84286|Quercus canbyi|4|YES|1|TreeGOER|wfo-0000289946|wcvp-171957|IPNI|4|1|0|0|0
84287|Quercus candicans|3|YES|1|TreeGOER|wfo-0000289957|wcvp-171968|IPNI|2|1|0|0|0
84288|Quercus capesii|1|YES|1|TreeGOER+|wfo-0000289968|wcvp-171978|IPNI|2|0|0|0|1
84289|Quercus carmenensis|2|YES|1|TreeGOER|wfo-0000289974|wcvp-171983|IPNI|1|1|0|0|0
84290|Quercus castanea|7|YES|1|TreeGOER|wfo-0000289991|wcvp-171999|IPNI|5|1|0|2|0
84291|Quercus castaneifolia|8|YES|1|TreeGOER|wfo-0000290006|wcvp-172010|IPNI|1|1|0|1|0
84292|Quercus cedrosensis|4|YES|1|TreeGOER|wfo-0000290040|wcvp-172043|IPNI|1|1|0|0|0
84293|Quercus cerrioides|2|YES|1|TreeGOER+|wfo-0000290051|wcvp-172053|IPNI|5|1|0|0|0
84294|Quercus cerris|19|YES|1|TreeGOER|wfo-0000290053|wcvp-172055|IPNI|10|1|0|2|0
84295|Quercus championii|4|YES|1|TreeGOER|wfo-0000290094|wcvp-172109|IPNI|5|1|0|0|0
84296|Quercus chapmanii|6|YES|1|TreeGOER|wfo-0000290097|wcvp-172111|IPNI|3|1|0|0|0
84297|Quercus chartacea|1|YES|1|TreeGOER|wfo-0000290099|wcvp-172113|IPNI|1|1|0|0|0
84298|Quercus chenii|4|YES|1|TreeGOER|wfo-0000290101|wcvp-172115|IPNI|2|1|0|0|0
84299|Quercus chevalieri|2|YES|1|TreeGOER|wfo-0000290104|wcvp-172118|IPNI|1|1|0|0|0
84300|Quercus chihuahuensis|4|YES|1|TreeGOER|wfo-0000290119|wcvp-172132|IPNI|1|1|0|0|0
84301|Quercus chrysocalyx|1|YES|1|TreeGOER|wfo-0000290134|wcvp-172146|IPNI|2|1|0|0|0
84302|Quercus chrysolepis|12|YES|1|TreeGOER|wfo-0000290135|wcvp-172147|IPNI|10|1|0|0|0
84303|Quercus chrysotricha|1|YES|1|TreeGOER|wfo-0000290156|wcvp-172166|IPNI|1|1|0|0|0
84304|Quercus chungii|2|YES|1|TreeGOER|wfo-0000290158|wcvp-172168|IPNI|3|1|0|0|0
84305|Quercus ciliaris|2|YES|1|TreeGOER|wfo-0000290162|wcvp-172172|IPNI|5|1|0|0|0
84306|Quercus coahuilensis|1|YES|1|TreeGOER|wfo-0000290190|wcvp-172198|IPNI|1|1|0|0|0
84307|Quercus coccifera|12|YES|1|TreeGOER|wfo-0000290191|wcvp-172199|IPNI|7|1|0|0|0
84308|Quercus cocciferoides|1|YES|1|TreeGOER|wfo-0000290231|wcvp-172240|IPNI|2|1|0|0|0
84309|Quercus coccinea|16|YES|1|TreeGOER|wfo-0000290235|wcvp-172244|IPNI|8|1|0|0|0
84310|Quercus cocksii|1|YES|1|TreeGOER+|wfo-0000290244|wcvp-172252|IPNI|2|0|0|0|1
84311|Quercus columnaris|1|YES|1|TreeGOER+|wfo-0000290255|wcvp-172262|IPNI|2|0|0|0|1
84312|Quercus comptonae|1|YES|1|TreeGOER+|wfo-0000290265|wcvp-172271|IPNI|2|0|0|0|1
84313|Quercus congesta|2|YES|1|TreeGOER|wfo-0000290279|wcvp-172284|IPNI|2|1|0|0|0
84314|Quercus conspersa|1|YES|1|Synthesis|wfo-0000290293|wcvp-172298|IPNI|2|1|0|0|0
84315|Quercus convallata|2|YES|1|TreeGOER|wfo-0000290298|wcvp-172301|IPNI|1|1|0|0|0
84316|Quercus conzattii|2|YES|1|TreeGOER|wfo-0000290299|wcvp-172302|IPNI|1|1|0|0|0
84317|Quercus copeyensis|3|YES|1|TreeGOER|wfo-0000290303|wcvp-172306|IPNI|2|1|0|0|0
84318|Quercus cornelius-mulleri|2|YES|1|TreeGOER|wfo-0000290314|wcvp-172316|IPNI|6|1|0|0|0
84319|Quercus cortesii|3|YES|1|TreeGOER|wfo-0000290322|wcvp-172324|IPNI|2|1|0|0|0
84320|Quercus costaricensis|4|YES|1|TreeGOER|wfo-0000290326|wcvp-172328|IPNI|2|1|0|0|0
84321|Quercus crassifolia|5|YES|1|TreeGOER|wfo-0000290335|wcvp-172336|IPNI|1|1|0|1|0
84322|Quercus crassipes|3|YES|1|TreeGOER|wfo-0000290341|wcvp-172341|IPNI|3|1|0|0|0
84323|Quercus cravenensis|1|NO||""|wfo-0000290346|wcvp-172346|IPNI|3|0|0|0|1
84324|Quercus crenata|2|YES|1|TreeGOER+|wfo-0000290347|wcvp-172347|IPNI|1|1|0|0|0
84325|Quercus crispifolia|1|YES|1|TreeGOER|wfo-0000290359|wcvp-172358|IPNI|1|1|0|0|0
84326|Quercus crispipilis|2|YES|1|TreeGOER|wfo-0000290360|wcvp-172359|IPNI|2|1|0|0|0
84327|Quercus cualensis|1|YES|1|TreeGOER|wfo-0000507837|wcvp-260528|WCVP|1|1|0|0|0
84328|Quercus cubana|1|YES|2|lifeform tree|wfo-0000290376|wcvp-172375|IPNI|2|1|0|0|0
84329|Quercus daimingshanensis|1|YES|1|TreeGOER|wfo-0000290412|wcvp-172408|IPNI|2|1|0|0|0
84330|Quercus dalechampii|2|YES|1|TreeGOER|wfo-0000290416|wcvp-172411|IPNI|1|1|0|0|0
84331|Quercus deamii|1|YES|1|TreeGOER+|wfo-0000290444|wcvp-172444|IPNI|2|0|0|0|1
84332|Quercus delavayi|3|YES|1|TreeGOER|wfo-0000290448|wcvp-172448|IPNI|3|1|0|0|0
84333|Quercus delicatula|1|YES|1|TreeGOER|wfo-0000290451|wcvp-172450|IPNI|2|1|0|0|0
84334|Quercus deliquescens|1|YES|1|TreeGOER|wfo-0000290452|wcvp-172451|IPNI|1|1|0|0|0
84335|Quercus demarei|1|YES|1|TreeGOER+|wfo-0000290453|wcvp-172452|IPNI|2|0|0|0|1
84336|Quercus dentata|11|YES|1|TreeGOER|wfo-0000290462|wcvp-172460|IPNI|4|1|0|2|0
84337|Quercus depressa|1|YES|1|TreeGOER|wfo-0000290483|wcvp-172481|IPNI|1|1|0|2|0
84338|Quercus depressipes|3|YES|1|TreeGOER|wfo-0000290485|wcvp-172483|IPNI|1|1|0|0|0
84339|Quercus deserticola|3|YES|1|TreeGOER|wfo-0000290488|wcvp-172486|IPNI|2|1|0|0|0
84340|Quercus devia|4|YES|1|TreeGOER|wfo-0000290495|wcvp-172493|IPNI|1|1|0|0|0
84341|Quercus disciformis|2|YES|1|TreeGOER|wfo-0000290512|wcvp-172508|IPNI|2|1|0|0|0
84342|Quercus discreta|1|YES|1|TreeGOER+|wfo-0000290519|wcvp-172514|IPNI|2|0|0|0|1
84343|Quercus diversifolia|1|YES|1|TreeGOER|wfo-0000290529|wcvp-172523|IPNI|0|1|0|0|0
84344|Quercus diversiloba|1|YES|1|TreeGOER+|wfo-0000290531|wcvp-172525|IPNI|2|0|0|0|1
84345|Quercus dolicholepis|1|YES|1|TreeGOER|wfo-0000290537|wcvp-172530|IPNI|4|1|0|0|0
84346|Quercus douglasii|9|YES|1|TreeGOER|wfo-0000290545|wcvp-172538|IPNI|5|1|0|0|0
84347|Quercus drummondii|1|YES|1|TreeGOER+|wfo-0000290552|wcvp-172544|IPNI|3|0|0|0|1
84348|Quercus dumosa|8|YES|1|TreeGOER|wfo-0000290561|wcvp-172552|IPNI|5|1|0|0|0
84349|Quercus durata|5|YES|1|TreeGOER|wfo-0000290596|wcvp-172585|IPNI|2|1|0|0|0
84350|Quercus durifolia|2|YES|1|TreeGOER|wfo-0000290604|wcvp-172593|WCVP|1|1|0|0|0
84351|Quercus edithae|2|YES|1|TreeGOER|wfo-0000290618|wcvp-172606|IPNI|4|1|0|0|0
84352|Quercus eduardi|1|YES|1|TreeGOER|wfo-0000290619|wcvp-172607|IPNI|2|1|0|0|0
84353|Quercus egglestonii|1|YES|1|TreeGOER+|wfo-0000290624|wcvp-172611|IPNI|2|0|0|0|1
84354|Quercus elevaticostata|1|YES|1|Synthesis|wfo-0000290632|wcvp-172619|IPNI|2|1|0|0|0
84355|Quercus ellipsoidalis|11|YES|1|TreeGOER|wfo-0000290635|wcvp-172621|IPNI|6|1|0|0|0
84356|Quercus elliptica|5|YES|1|TreeGOER|wfo-0000290641|wcvp-172627|IPNI|2|1|0|1|0
84357|Quercus elmeri|2|YES|1|TreeGOER|wfo-0000290645|wcvp-172630|IPNI|1|1|0|0|0
84358|Quercus emoryi|9|YES|1|TreeGOER|wfo-0000290650|wcvp-172635|IPNI|3|1|0|1|0
84359|Quercus engelmannii|8|YES|1|TreeGOER|wfo-0000290660|wcvp-172644|IPNI|2|1|0|0|0
84360|Quercus engleriana|5|YES|1|TreeGOER|wfo-0000290661|wcvp-172645|IPNI|2|1|0|0|0
84361|Quercus eplingii|1|YES|1|TreeGOER+|wfo-0000290663|wcvp-172647|IPNI|2|0|0|0|1
84362|Quercus ermolenkoi|1|NO||""|wfo-0000290667|wcvp-172650|IPNI|0|0|1|0|0
84363|Quercus eumorpha|1|YES|1|TreeGOER|wfo-0000290693|wcvp-172674|IPNI|1|1|0|0|0
84364|Quercus ewanii|1|NO||""|wfo-0001429472|wcvp-492743|IPNI|2|0|0|0|1
84365|Quercus exacta|1|YES|1|TreeGOER+|wfo-0000290697|wcvp-172678|IPNI|2|0|0|0|1
84366|Quercus fabrei|6|YES|1|TreeGOER|wfo-0000290705|wcvp-172686|IPNI|4|1|0|0|0
84367|Quercus faginea|4|YES|1|TreeGOER|wfo-0000290710|wcvp-172690|IPNI|2|1|0|1|0
84368|Quercus falcata|16|YES|1|TreeGOER|wfo-0000290742|wcvp-172729|IPNI|6|1|0|0|0
84369|Quercus faxonii|1|YES|1|TreeGOER+|wfo-0000290768|wcvp-172753|IPNI|2|0|0|0|1
84370|Quercus fernaldii|1|YES|1|TreeGOER+|wfo-0000290780|wcvp-172765|IPNI|3|0|0|0|1
84371|Quercus fernowii|1|YES|1|TreeGOER+|wfo-0000290782|wcvp-172767|IPNI|2|0|0|0|1
84372|Quercus filialis|1|YES|1|TreeGOER+|wfo-0000290787|wcvp-172771|IPNI|3|0|0|0|1
84373|Quercus floccosa|1|YES|1|TreeGOER|wfo-0000290801|wcvp-172784|IPNI|1|1|0|0|0
84374|Quercus flocculenta|1|YES|1|TreeGOER|wfo-0000290802|wcvp-172785|IPNI|1|1|0|0|0
84375|Quercus floribunda|13|YES|1|TreeGOER|wfo-0000290805|wcvp-172789|IPNI|4|1|0|0|0
84376|Quercus fontana|2|YES|1|TreeGOER+|wfo-0000290810|wcvp-172793|IPNI|2|0|0|0|1
84377|Quercus fontanesii|1|YES|1|TreeGOER+|wfo-0000290811|wcvp-172794|IPNI|0|1|0|0|0
84378|Quercus frainetto|13|YES|1|TreeGOER|wfo-0000290823|wcvp-172804|IPNI|4|1|0|0|0
84379|Quercus franchetii|1|YES|1|TreeGOER|wfo-0000290832|wcvp-172814|IPNI|2|1|0|0|0
84380|Quercus frutex|2|YES|1|TreeGOER|wfo-0000290839|wcvp-172820|IPNI|0|1|0|0|0
84381|Quercus fulva|2|YES|1|TreeGOER|wfo-0000290849|wcvp-172830|IPNI|1|1|0|0|0
84382|Quercus furfuracea|1|YES|1|TreeGOER|wfo-0000290853|wcvp-172834|IPNI|1|1|0|0|0
84383|Quercus fusiformis|8|YES|1|TreeGOER|wfo-0000290856|wcvp-172837|IPNI|1|1|0|0|0
84384|Quercus gaharuensis|3|YES|1|TreeGOER|wfo-0000290857|wcvp-172838|IPNI|1|1|0|0|0
84385|Quercus galeanensis|1|YES|1|TreeGOER|wfo-0000290858|wcvp-172839|IPNI|1|1|0|0|0
84386|Quercus gambelii|12|YES|1|TreeGOER|wfo-0000290863|wcvp-172843|IPNI|15|1|0|2|0
84387|Quercus gambleana|2|YES|1|TreeGOER|wfo-0000290871|wcvp-172851|IPNI|2|1|0|0|0
84388|Quercus ganderi|1|YES|1|TreeGOER+|wfo-0000290872|wcvp-172852|IPNI|2|0|0|0|1
84389|Quercus garlandensis|1|YES|1|TreeGOER+|wfo-0000290873|wcvp-172853|IPNI|2|0|0|0|1
84390|Quercus garryana|14|YES|1|TreeGOER|wfo-0000290875|wcvp-172855|IPNI|5|1|0|0|0
84391|Quercus gemelliflora|6|YES|1|TreeGOER|wfo-0000290885|wcvp-172864|IPNI|1|1|0|0|0
84392|Quercus geminata|6|YES|1|TreeGOER|wfo-0000290887|wcvp-172866|IPNI|9|1|0|1|0
84393|Quercus gentryi|1|YES|1|TreeGOER|wfo-0000290896|wcvp-172874|IPNI|1|1|0|0|0
84394|Quercus georgiana|2|YES|1|TreeGOER|wfo-0000290897|wcvp-172875|IPNI|2|1|0|0|0
84395|Quercus germana|3|YES|1|TreeGOER|wfo-0000290898|wcvp-172876|IPNI|2|1|0|0|0
84396|Quercus ghiesbreghtii|2|YES|1|TreeGOER|wfo-0000290909|wcvp-172888|IPNI|1|1|0|0|0
84397|Quercus giffordii|1|YES|1|TreeGOER+|wfo-0000290912|wcvp-172890|IPNI|2|0|0|0|1
84398|Quercus gilliana|1|YES|1|TreeGOER|wfo-0000290913|wcvp-172891|IPNI|2|1|0|0|0
84399|Quercus gilva|7|YES|1|TreeGOER|wfo-0000290914|wcvp-172892|IPNI|3|1|0|0|0
84400|Quercus glabrescens|3|YES|1|TreeGOER|wfo-0000290926|wcvp-172902|IPNI|1|1|0|2|0
84401|Quercus glauca|16|YES|1|TreeGOER|wfo-0000290946|wcvp-172924|IPNI|11|1|0|3|0
84402|Quercus glaucescens|1|YES|1|TreeGOER|wfo-0000290968|wcvp-172945|IPNI|1|1|0|0|0
84403|Quercus glaucoides|6|YES|1|TreeGOER|wfo-0000290970|wcvp-172947|IPNI|2|1|0|0|0
84404|Quercus gracilior|1|YES|1|TreeGOER|wfo-0000290992|wcvp-172967|IPNI|1|1|0|0|0
